tweet,emotion,magnitude
"@ChronAVT ummm, the blog says with Simon Stehr faking 7th...Ill expect an investigation forthwith. This is an #outrage",anger,0.688
@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,anger,0.688
..... wakes up and says have you tried changing her nappy?  #rage!!!!,anger,0.688
Someone needs to tell Candice shell be stuck with that shitty pout if the wind changes. #GBBO,anger,0.688
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger,0.688
I just love it when people make plans for me without actually including me in this process #rage,anger,0.688
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. Theyre burning all bridges and social contracts. #anger",anger,0.688
"@brendancoots wheres your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,0.7659999999999999
@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger,0.688
I get so angry at people that dont know that you dont have a stop sign on Francis and you do at Foster #road #rage,anger,0.688
@soyoprincess they irritate me. Them and their inch thick made up masks,anger,0.667
@ChurdAllan fucked my coupon that goal! ,anger,0.667
How was Natalie one of the top three favorites?! #toofaced and #bitter ,anger,0.667
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger,0.667
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger,0.667
"ToWhy cant we brothers protect one another? No ones serious, and it makes me furious. Dont be misled, just think of Fred. #mayfield",anger,0.578
..... wakes up and says have you tried changing her nappy?  !!!!,anger,0.667
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger,0.667
All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger,0.667
Theres this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger,0.667
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger,0.667
testing #angry,anger,0.667
@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger,0.667
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,anger,0.833
i was angry.,anger,0.667
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger,0.667
@cineworld Congratulations your Free 1 month has been activated Then charges 34.80 the same month. Absolutely furious ,anger,0.667
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    Its the affair.  Not the parenting,anger,0.667
straight people are canoodling on the quad and Im #offended,anger,0.648
"I can definitely feel my irritation today, lord give me strength",anger,0.667
@RobertTaitWHU against Chelsea anything is possible haha. Im fuming about that bet ,anger,0.6459999999999999
When you break a record in #madden I wish it didnt say the same shit after every rush like you just broke the record. #shutupphilsimms,anger,0.812
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger,0.6459999999999999
I have 1000 rabid grizzly bears Im going to scatter in neighborhoods all over America.\n\nTheyre poor refugees!\n\n#InYourNeighborhoodNotDC,anger,0.6459999999999999
@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,anger,0.6459999999999999
@mandyjohnson Ill be honest.. I hope that annoying Southern bint with the look at me pout goes out this week! Selasi #FTW,anger,0.6459999999999999
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that dont happen.  #loathing,anger,0.6459999999999999
"@mdivincenzo9 hes stupid, I hate him lol #bitter",anger,0.6459999999999999
@SkyUK what a joke!! Cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer  ,anger,0.6459999999999999
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger,0.6459999999999999
People irritate me ,anger,0.6459999999999999
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.6459999999999999
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",anger,0.6459999999999999
I swear if @devincameron23 blocks me Im going to hit her back #revenge,anger,0.6459999999999999
@SkyUK what a joke!! Cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer  #fuming,anger,0.6459999999999999
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger,0.6459999999999999
"@bt_uk why does tracking show my equipment delivered, when it wasnt? Why is my service suddenly delayed? Weve already 3 weeks. ",anger,0.6459999999999999
Does she really need to pout all the time - getting on my nerves #GBBO,anger,0.6459999999999999
Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.6459999999999999
@snowangel415 @cjwalters66 Maybe also being attacked by Toms rabid fans to whom he &amp; his clothes were always perfect also put me off him...,anger,0.6459999999999999
"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",anger,0.6459999999999999
"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",anger,0.556
@Disneyland #nothappy and still #charging the #fullprice  #fuming some your #bestrides ,anger,0.6459999999999999
Forgot to eat dinner and now Im furious with everything and everyone,anger,0.6459999999999999
the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap ,anger,0.6459999999999999
"@sebbyD27850 both are nonsensical. If theres injustice against blacks, why add to it by destroying black property. Its misdirected anger",anger,0.69
Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,anger,0.6459999999999999
@VodafoneUKhelp @VodafoneUK wow!! My bill is 44.77 and hav a text from u to prove that and you have taken 148!!!!! #swines  #con!,anger,0.6459999999999999
You a fuck boy if you run drag routes back to back in madden,anger,0.6459999999999999
I got fever highs\nI got boiling blood,anger,0.6459999999999999
@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,anger,0.6459999999999999
I cant even right now #bb18 #rage,anger,0.6459999999999999
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies Im barracking for Anyone But GWS! #bitter",anger,0.47200000000000003
Why are people that dont have iPhones so bitter about iPhones???? Can someone explain,anger,0.625
@RonMexico760 The guy who calls people cuck and is anti-BLM is offended by idea that he might not be pro-policing reform? Thats amazing.,anger,0.625
@deshbhakthoon always unhappy and easily offended.,anger,0.531
"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",anger,0.625
All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,anger,0.625
When youve still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us  @__KirstyGA  #oldcunt,anger,0.625
Half of Epicenter is shut down its police all over yall I just burst out in tears this is fucking terrible #KeithLamontScott,anger,0.625
Not giving a fuck is better than revenge.,anger,0.625
@winksahoy we about to get shit on by the wrath of winter out of nowhere,anger,0.625
@GrxjicTank WHY though! Why did u want to offend Americans?,anger,0.625
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,anger,0.625
@CI  I dont think Monalisa has respect for anyone but herself! I think shell ruffle a few feathers. #TheJail,anger,0.625
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,anger,0.625
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code its gonna take fucking forever to download lol,anger,0.625
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,anger,0.625
#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger,0.5429999999999999
The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,anger,0.625
@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,anger,0.5710000000000001
I just wanna know why theres no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger,0.625
Forever angry that gh ruined Molly and morgans bond/friendship #bitter,anger,0.625
Spurs radio commentator referred to Mauricio Pochettino as MoPo and I felt a sudden surge of rage.,anger,0.625
@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? Were the slowest team in the comp. Talk about robbing a living. #outrage,anger,0.625
Cant believe Ive only got 2 days off left  #backtoreality #raging,anger,0.625
@Austin4evaLEEDS fuming!,anger,0.625
Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,anger,0.625
Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,anger,0.625
My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--,anger,0.625
"Dont join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,0.604
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger,0.604
I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause Im different. ,anger,0.604
I dont talk about politics because people nowadays get offended easily!,anger,0.479
@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I dont like the Oregon/Baylor offense and Im not a fan of the ole miss one either,anger,0.46799999999999997
"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.",anger,0.604
Unbelievable takes 10 minutes to get through to @BarclaysUK then theres a fault and the call hangs up  #treatcustomersfairly,anger,0.604
"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",anger,0.604
I genuinely think I have anger issues,anger,0.604
@judy_that Im honestly offended,anger,0.604
Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,anger,0.604
Im so annoyed/sad YouTube is burning itself to the ground ,anger,0.604
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger,0.604
Just paid for chicken at @panerabread and didnt even get any  there goes 4 dollars and me as a customer ,anger,0.604
"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger,0.596
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger,0.604
"Absolutely raging at the changes to CAS, what a joke",anger,0.604
Girls irritate me so much lol,anger,0.527
@LickMeLucas ...Im waiting for you to figure out Im like... from 0 to 100 real quick with the irritation.,anger,0.604
@xxmariab listen yh dont provoke me cos Ill make you cry,anger,0.604
@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447
Bloody parking ticket  ,anger,0.583
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,0.583
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesnt happen!!!! ,anger,0.583
"Theyre like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger,0.583
And she got all angry telling me but what would be doing a 40 year old guy looking for a girl like you and I felt #offended,anger,0.583
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger,0.583
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,0.583
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger,0.583
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger,0.583
Delete this shit Josh just screenshotted my snap me,anger,0.583
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583
@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because Im still bitter with Stripe. Like an old man yelling from his porch.,anger,0.583
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character #fuming,anger,0.583
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583
"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger,0.583
"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger,0.583
@lemonlover666 shit doesnt even begin to describe these fiery little demons straight from hell  ;),anger,0.583
I am just so bitter today ,anger,0.583
@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But theres less outrage about that. Strange society that.,anger,0.5
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #,anger,0.583
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,0.583
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,0.583
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character ,anger,0.583
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger,0.583
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,0.583
@alicehouston18 sorry Im just angry my drone flew away,anger,0.583
@carefreeash_ id be fuming,anger,0.583
@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger,0.562
@StarklyDark I know you trusted me. His words were soft as he ignored the anger and focused on the hurt beneath. I know I screwed up. --,anger,0.562
I wonder what American city will be next to protest about police shootings. Whos next? Smh. #whenwillitstop  #howmanymoretimes,anger,0.562
Why mfs so bitter,anger,0.562
"im on holiday for the next round, fuming!",anger,0.562
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,0.562
"Like if you aggravate me constantly, byeeeeeeee",anger,0.562
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562
Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,0.562
hitting your children as discipline because youre being quite a raging hypocrite if youre not.,anger,0.562
sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562
@DanRather What King says doesnt matter. The fact he came w/ psycho Don is by far more of an affront.,anger,0.562
@JuliaHB1 Bloody right ,anger,0.562
i have so much hw tonight im offended,anger,0.519
Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562
"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger,0.562
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,0.562
and apparently hes supposed to have a Scottish accent??? Im #offended,anger,0.562
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world. ",anger,0.562
Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix) is raging at ShoutDRIVE!,anger,0.562
@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger,0.562
"@AllegedLowbrow Its Eye-for-Eye. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562
Worst juror ever? Michelle. You were Nicoles biggest threat.  #bb18,anger,0.562
luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,0.562
Fake people irritate me,anger,0.562
Said it before and Ill say it now: America is really fortunate that black people only want equality and not revenge.,anger,0.562
#Anger or #wrath is an intense emotional response.,anger,0.562
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the N word.  Why should he insult him in his church.  Ignorant!,anger,0.562
if we let that in id be fuming poor keeping,anger,0.562
"@LynneGarrison yeah, Ive only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562
"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger,0.562
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger,0.562
"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger,0.556
Candace &amp; her pout are getting right on my tits #GBBO,anger,0.562
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger,0.491
BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger,0.562
"Petition for non-Maghrebi PoC to stop buying couscous from white grocery stores and boiling it. That is not couscous, that is trash.",anger,0.562
ESPN just assumed I wanted their free magazines #offended,anger,0.542
Yo theres a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger,0.542
.@RepDelBene: Todays proceedings and the entire process is an insult to our constituents.,anger,0.593
@serendipity127_ @zombiecalorie @Angel_Eyes66 Im sensing a theme here tho lol #angry,anger,0.542
@kingcharles9th i Lowkey forgot you had twitter and if you dont follow me back im gonna be #offended,anger,0.42100000000000004
