tweet,emotion,magnitude
My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,sadness,0.771
"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",sadness,0.771
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired ,sadness,0.771
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",sadness,0.771
We have left #Maine. #sadness,sadness,0.771
"so fucking sad when the person you love doesnt try fighting for your happiness, when youd do anything for them.",sadness,0.771
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness,0.771
Its interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness,0.771
The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness,0.771
Never ever been this unhappy before in my life lmao,sadness,0.771
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy,sadness,0.771
Condolences to the  JC and the Georges family.. #sad,sadness,0.771
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness,0.767
Groom gloom.,sadness,0.766
I dont think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sadness,0.754
Good morning lovely people. Not gonna lie Ive woken up feeling pretty glum.,sadness,0.754
@6itmap I cant help but feel melancholic!,sadness,0.75
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. Its hard on all.,sadness,0.75
If anybody needs me Ill be drowning my blues in a sea of whiskey ,sadness,0.75
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,sadness,0.75
in health we did a think about depression and now i feel like i have it,sadness,0.75
@Gaychel22 @Kellee_II @seattlepi even hard facts dont seem to be sinking in... I despair ,sadness,0.75
So depressing that its darker so much earlier now,sadness,0.75
@KingJames @chrisbosh\n To good hearts I lost my job Im Responsible 2 families My Information in profile even dollar if cant just Re-tweet,sadness,0.75
Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback ,sadness,0.75
Its just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh ,sadness,0.75
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness,0.75
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",sadness,0.75
@crimsonwulfe its super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness,0.75
@ily_geuly call me now Im laying in my bed moping like I intend to do for the next 2 months.,sadness,0.74
Baaarissshhhhh + sad song =  prefect night  feeling alone,sadness,0.729
im so gloomy today,sadness,0.729
Honestly Ive come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness,0.729
. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices,sadness,0.729
Back in Cardiff after an amazing 10 days away  #depressing,sadness,0.729
so lost im faded,sadness,0.729
Sometimes The Worst Place You Can Be Is In Your Own Head.\n\n #quotes #worstenemy  #thinktoomuch,sadness,0.729
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness,0.729
Tell me how Im supposed to feel. #broken #hateful #guilty #love #sadness,sadness,0.729
"tomorrow will be the last episode of despair arc, so much shit is gonna happen im not emotionally prepared...",sadness,0.729
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness,0.729
@rockcock64 cum and despair,sadness,0.729
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness,0.729
i is sad,sadness,0.729
"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness,0.729
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness,0.729
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",sadness,0.729
Dont wanna go to work but I want the money #sad,sadness,0.729
Wow the #Denver housing market is #depressing no places to buy in my range  #FML,sadness,0.729
one ep of despair arc made me happy but and then im going back to future arc and im upset again.,sadness,0.729
I have not nap for 3 days in a row Im very unhappy rn,sadness,0.729
@megalvz literally was gloomy for an hour,sadness,0.729
"@MendipHillsAONB do we think the swallows and swifts have gone? Photod 3 nights ago, not seen since. #sad #Autumn",sadness,0.729
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",sadness,0.729
@TootingCommon stop!!! Dont make me laugh when Im being sad.,sadness,0.708
Condolences to the  JC and the Georges family.. ,sadness,0.708
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLDs #unhappy",sadness,0.708
Literally being here makes me depress tbh,sadness,0.708
@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness,0.708
"This room is rather dreary, but we endure what we must.",sadness,0.708
where broken hearted lovers do cry away their gloom,sadness,0.708
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,sadness,0.708
@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness,sadness,0.708
@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness,0.708
Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness,0.708
I got diagnosed with severe-extreme depression and I didnt know there was a difference between those two lol,sadness,0.708
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sadness,0.708
Smokeys dad is sad :/,sadness,0.689
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",sadness,0.688
@ryyyshh story of my life. #lost,sadness,0.688
When will the weeks full of Mondays end?? #disheartened,sadness,0.688
@HannahFJames Im distraught!  Candice and her pout can piss off,sadness,0.688
@HutchinsonDave I dont know whether to despair or agitate for a cull.,sadness,0.688
Can I just sulk in peace ,sadness,0.688
Its sad when your man leaves work a little bit late and your worst fear is Oh no!! Did he get stopped by the police?!?!  #sad #ourworld,sadness,0.688
MY CAR IS DENTED FROM THE HAIL sad,sadness,0.688
From My head to think it was better but obviously its not #relapse #sadness #sickness #madness #misunderstanding,sadness,0.688
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sadness,0.688
I have sleep cooties.\nI close my eyes and dream that Im awake #weary #sleepissues #narcolepsy,sadness,0.688
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,sadness,0.688
"I forgot my hair straightner home, Im feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness,0.688
And I wont even get started with Hillary and her fancy fundraisers! #depressing,sadness,0.688
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness,0.688
When will the weeks full of Mondays end?? ,sadness,0.688
@Samkingftw ew omg that is so grim,sadness,0.688
@thatsabingo grim really,sadness,0.688
With loyal heart is concerned. #somber,sadness,0.688
@knology has providing customers w/equipment that doesnt deliver speeds of internet services that they have been charging. #unhappy #scam,sadness,0.688
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,sadness,0.688
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness,0.68
Im getting use to not having a phone its sad ..,sadness,0.68
"Im slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",sadness,0.675
Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore,sadness,0.67
@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness,0.669
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time ,sadness,0.667
I was in the dark room for 58 minutes and failed every time I tried developing a photo Im so frustrated with myself :),sadness,0.667
Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness,0.667
"@Jay_2752 thank you, I shall mourn her",sadness,0.667
Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college,sadness,0.667
"@Gervaisoholic But this is no easy ride for a child cries: \nOh, find me...find me, nothing more, \nWe are on a sullen misty moor...",sadness,0.667
"Had to give my 11yo AfAm son this advice today: be polite, no sudden movements, keep hands where they can see them. #sadness",sadness,0.667
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness,0.667
@Fly_Norwegian quite simply the #worst #airline #worstairline Ive ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,sadness,0.667
Hate knowing I have to get up at half 5 for gym in the morning its so depressing,sadness,0.667
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,sadness,0.667
Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,sadness,0.667
Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness,0.667
Im honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667
I havent watched my favorite youtubers in months and its honestly made my depression so much worse,sadness,0.667
"@midnight #EndTrumpweek please, its #depressing me.",sadness,0.667
@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and its hard to focus at work #MHChat,sadness,0.667
@gagasklaine its old sadly,sadness,0.667
@TDYLN sadly not :(,sadness,0.667
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness,0.667
@KatHeartwell some dont see the difference between courting and appealing to a women vs deception &amp; pressure its depressing,sadness,0.667
Its way too hard not to get discouraged.,sadness,0.667
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness,0.667
Ive returned from the dead with a desire to clean the apartment and eat something that isnt garbage. #managing #depression,sadness,0.667
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness,0.667
Even a pencil never #stayed  with me until its #end  ,sadness,0.667
so gutted i dropped one of my earrings down the sink at school,sadness,0.667
Having holiday blues! #WantToGoBackToMinehead.,sadness,0.661
Id rather die alone then end up with somebody who cant be sober,sadness,0.66
I dont think its fully sunk in that Val is gone yet,sadness,0.654
Hate being sober so I popped two,sadness,0.653
"Its pretty clear I cant stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so whats a citizen to do? #despair",sadness,0.646
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness,0.646
"@X_KIMTAEHYUNG_X \n momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\nI ran out to get you before ",sadness,0.646
All the juniors are now wearing purple at ollafest while Im here fighting with my alarm about when I need to wake up for German #sadness,sadness,0.646
The fact I havent had to wear a bra for a week and knowing Ill have to start wearing one again after tomorrow is depressing ,sadness,0.646
Liam is too distant makes me mourn ,sadness,0.646
Its now September and were still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness,0.646
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness,0.646
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,sadness,0.646
Life is too short so dont shoot it in with worries sadness and grief.,sadness,0.646
Brb going to sulk in bed until Friday,sadness,0.646
"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once.",sadness,0.646
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness,0.646
@RossKemp great programme tonight #sad #upsetting #extremeworld,sadness,0.646
My friends tell me Im pretty. Trigger tells my Im ugly. I first was confused but then realised Im both. Pretty ugly. #tru #sad #tumblr,sadness,0.64
"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",sadness,0.64
Isnt the whole its been hijacked argument the same argument used to ban or discourage the display of the St Georges Cross? Shame @LBC,sadness,0.636
I dont want the pity of my instructors but Id like some understanding. Im truly trying despite ALL circumstances that make me discouraged,sadness,0.625
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,sadness,0.625
"If Payet goes either in Jan or @ the seasons end, cant say I blame him. The boy must b so disheartened by what hes seeing at the mo.",sadness,0.625
@laureeenwillam cant cope wi her sour face and tiny pout ,sadness,0.625
"Theres many things I dont care about, and many things I do that I dont speak on because its such a heaviness even when released...",sadness,0.625
@knology has providing customers w/equipment that doesnt deliver speeds of internet services that they have been charging.  #scam,sadness,0.625
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness,0.625
@el_tityboi bc its a gloomy day Tony,sadness,0.625
@rupindxr my heart actually sunk looooool I was so confused,sadness,0.625
@jack_haug_lifty @eable Its Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,sadness,0.625
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,sadness,0.625
I wonder what would happen if I were a father. #weary,sadness,0.625
@AmyMek this is so absurd I could laugh right now (if I also didnt feel like crying for the future of our country). #despair #wakeupcall,sadness,0.625
@MxJackMonroe I couldnt get on with it either. Bits started drooping that shouldnt droop. GP said mooncup alone to blame.,sadness,0.625
@TaylaStJames it happens and Vegas isnt the only origin thats prevelant #sadly,sadness,0.625
Ill just have to #eat my way to #sobriety. Thisll be a hell of a journey back to #sober,sadness,0.625
When you have 15 doe run the opposite side of you  ,sadness,0.625
"@Theshadeshit91 \nOh, Im sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness,0.625
"Because of failure of delivery on time, a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",sadness,0.625
@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,sadness,0.624
Its sad when your man leaves work a little bit late and your worst fear is Oh no!! Did he get stopped by the police?!?!   #ourworld,sadness,0.618
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness,0.613
"Way too cool to die young, way too young to die sober.. #tunechi",sadness,0.604
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness,0.604
I have no clue where my charger is... #lost,sadness,0.604
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness,0.604
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness,0.604
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on ",sadness,0.604
Lost: Geelong football team. \nLast seen entering through the banner not sure where theyve been since... #unhappy #playwithsomeheart,sadness,0.604
@deshbhakthoon always unhappy and easily offended.,sadness,0.604
What a sad day...1st day of Fall...I dont dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness,0.604
@tgshepherdvan Im not there yet. Hasnt sunk in yet. Rest up.,sadness,0.604
Awareness of time is awareness of time lost. #awareness #time #lost,sadness,0.604
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I dont know how else I can -,sadness,0.604
Gonna be a loooooong year as a Browns fan. Longer than normal and thats #sad,sadness,0.604
@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - thats the shed ,sadness,0.604
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and its all in the name of love ",sadness,0.604
Theyve substituted the hood for a badge and gun. Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness,0.604
@MCFCDenver doing the exact same minus the beer sadly,sadness,0.604
i miss the guy who always make me sulk,sadness,0.604
Let us not burden our remembrances with a heaviness thats gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness,0.604
Cause fail or pass I refuse to be sober,sadness,0.604
@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,sadness,0.604
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness,0.604
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness,0.604
if youre unhappy with someone just fucking tell them youre unhappy and leave. Dont go fuckin around with other people on the side,sadness,0.604
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness,0.604
How can you blame the manager watching these players play? Its abysmal. Our team are dreadful. If Jose cant save us. No-one can.  #mufc,sadness,0.604
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness,0.604
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",sadness,0.604
@V_of_Europe @ckolacia MSM relentlessly saying DT cant win to: depress GOP turnout &amp; provide cover 4 stolen election!,sadness,0.604
The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness,0.604
@chocorobos I have this one so Im not so sad.. but wtf,sadness,0.583
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start hes just dreadful,sadness,0.583
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness,0.583
"@big_SL8 Show some respect, thats all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness,0.583
"Had to give up on The Blue Guitar, couldnt stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness,0.583
First a coat. Now a pair of sunglasses. Next itll be a limb. #lost,sadness,0.583
Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness,0.583
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness,0.583
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness  -Mgla,sadness,0.583
"Please bear with me, Im not Twitter savvy in real life Im a Facebook person. Help me gain followers #blog #selfhelp #depression",sadness,0.583
shes always so insensitive whenever i grieve idgi,sadness,0.583
@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness,0.583
We lost,sadness,0.583
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didnt live in Texas where you cant play DFS. ... so depress,sadness,0.583
Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness,0.583
"One step forward, two steps backward, the link to RogerFedererShop doesnt work. I am losing hope about Roger Federer new Website #sadness",sadness,0.583
My friends tell me Im pretty. Trigger tells my Im ugly. I first was confused but then realised Im both. Pretty ugly. #tru  #tumblr,sadness,0.583
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness,0.583
@DoubleEph sadly his best days are behind him,sadness,0.583
"@groovydadad @MHChat ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness,0.583
Dont let the behavior of others destroy ur inner peace. -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness,0.583
@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,sadness,0.583
@JlKelly1 @FJ_Berry Ive got #teampaella presents on their way for you and Fi but I dont think theyll arrive by Saturday sadly!! ;),sadness,0.583
"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6 FML",sadness,0.583
@Ashleyavitia_ dont leave me ,sadness,0.583
"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness,0.575
"@comicfire The thing is, its either I be unproductive and unhappy, or deal with some videos that do badly.",sadness,0.574
@keyshamackie its fucking dreadful for live footy matches,sadness,0.571
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness,0.563
you never call me when your sober,sadness,0.562
come on lets make em hate make em pout they face .,sadness,0.562
@Jacqueline_69 haha! She did well today. I cant get beyond her pout annoying me Im afraid.,sadness,0.562
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness,0.562
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness,0.562
Dylon felt dejected. He has a dejected aunt!,sadness,0.562
"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness,0.562
Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness,0.562
Nature looks a lot greener on gloomy dayz,sadness,0.562
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,sadness,0.562
The new lock sound is grim,sadness,0.562
Nothings #Working-youre feeling your lifes on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness,0.562
@khloe_speaks sad music,sadness,0.562
Think Val might be going this week. Ill have to take the rest of the week off work to mourn. Im sure theyll understand. #GBBO,sadness,0.562
"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness,0.562
Gaaaaaaaad! Should have stayed in London!,sadness,0.562
"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness,0.562
I mourn the creativity lost.,sadness,0.562
"@Jinath_Hyder I cant have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,0.562
Add Donte Moncrief to my dismal situation #blessed.,sadness,0.561
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness,0.548
U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness,0.542
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness,0.542
Itching something #serious RN havent slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness,0.542
@TVsCarlKinsella Theyre such garbage. Obviously I like that they suck but its still grim to watch.,sadness,0.542
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness,0.542
Angry shouting match between a #pessimist &amp; an #optimist:\nYoure a half empty-headed @%$! \nYoure half full of @%$!,sadness,0.542
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness,0.542
"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense hed have the whole part hydra,part s.h.i.e.l.d(c)",sadness,0.542
How do u grieve someone who legally wasnt a person yet?,sadness,0.542
Its so gloomy outside. I wish it was as cold as it looked,sadness,0.542
@British_Airways #lost #bag #stillwaiting go home in2days. DMd you my info and have rung 9times a day. What more can I do? #wheresmybag,sadness,0.542
"When you saw a t-shirt with the phrase My mind is a dangerous place to be and you would like to buy, but in Italy dont sell it. #sadness",sadness,0.542
My nephew sees that i have a frown on my face and he tells me youre  beautiful !,sadness,0.542
Trying to take whats lost and broken and make it right,sadness,0.542
@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,sadness,0.542
Its become a verb. Im gonna Villaseor all those old contacts I dont need anymore. #sadness @melissavcomedy #waitingforexplanation,sadness,0.542
@HillaryClinton @TheDemocrats Its ok 2 be disgusted or dishearten with presidential race but dont let that stop u from voting IT MATTERS,sadness,0.542
5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness,0.542
