tweet,emotion,magnitude
"Ever been really lonely and your phone keeps blowing up, but you just cant pick it up and respond to people? #anxiety #recluse  #issues",fear,0.893
Super shitting it about this tattoo #nervous,fear,0.88
Breaking out in hives for the first time since college finals. #anxiety sucks,fear,0.88
@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.,fear,0.875
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go?  will be sneaking up on me #frightened,fear,0.875
6. 5 minutes to perform and Im #nervous I wish these noises would stop #handicapped #annoyed,fear,0.875
I hate when people say I need to talk to you or we need to talk. My anxiety immediately goes up...,fear,0.875
He replied to my comments 4 times now im shaking omg,fear,0.875
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",fear,0.875
Just want Saturday to be over but then again I want to do good #LSAT #nervous,fear,0.875
"Im not a #nervouswreck, Im a  #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,0.875
I was literally shaking getting the EKG done lol ,fear,0.875
@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Dont think my heart will make it through the s6 #horrific,fear,0.875
@officialShaky Operation Echoes is gathering momentum ... #tense #nervous #feelsick #excited,fear,0.875
"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ",fear,0.875
@RosieBalls I fear for the future of mankind,fear,0.87
First day of college feeling nervous,fear,0.865
"i might have #hysteria ,i dont kno if its just #anxiety or both,..need a diagnosis cuz somethin is messed up,need ert bu i nvr come out",fear,0.86
@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,fear,0.86
Gonna get some acupuncture today for all my damn anxiety ,fear,0.8540000000000001
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.8540000000000001
@p4pictures it would be great but what if the card crashes . Its happened to me twice #nightmare,fear,0.8540000000000001
@corruptmelon now im feeling the #worry,fear,0.8540000000000001
That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous ,fear,0.8540000000000001
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear,0.8540000000000001
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,fear,0.8540000000000001
Today was horrible and it was only half a day,fear,0.8540000000000001
"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear,0.8540000000000001
"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear,0.8540000000000001
@RoseTintMyWorId fucking hell mate absolute nightmare ,fear,0.8540000000000001
"@Markgatiss Im surrounded by those Trump voters. Youre right, it is fucking terrifying. #redstate ",fear,0.8540000000000001
Life long fear of havin a shit and a spider crawls up ya bum,fear,0.8540000000000001
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear,0.8540000000000001
@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Dont think my heart will make it through the s6 ,fear,0.8540000000000001
"I start work tmrw yall, im nervous lol",fear,0.8540000000000001
I Dont know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,fear,0.846
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear,0.845
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear,0.84
I had a panic attack when I couldnt find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear,0.833
Now this is getting out of hand. Im freaked out by this death...and Im God!! #mommaGrendel #intimidation,fear,0.833
Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear,0.833
Feeling like Ive had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 100k ?,fear,0.833
Do you think humans have the sense for recognizing impending doom? #anxiety,fear,0.833
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear,0.833
im literally shaking bc im nervous and bc its fucking cold oh how i love life,fear,0.833
I feel horrible. I have accounting today but physically and mentally am not okay ,fear,0.833
@BigBossPeltonen \nLikewise #death #cutting #despair,fear,0.833
I am about to be a coward and I feel terrible. But I cant even face this ,fear,0.833
"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear,0.833
@BBCPolitics @BBCNews Id rather leave my child with @BorisJohnson #shudder,fear,0.833
@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I cant Im to afraid,fear,0.833
My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. ,fear,0.833
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,fear,0.833
I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,fear,0.82
@RossKemp Omg that is just horrific. Something needs to be done. ,fear,0.82
Im getting so nervous for my first anatomy exam ,fear,0.812
@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,fear,0.812
mm nothing like a good old fashioned panic induced cry on your living room floor,fear,0.812
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,fear,0.812
Now this is getting out of hand. Im freaked out by this death...and Im God!! #mommaGrendel ,fear,0.812
"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear,0.812
I have another test tonight #nervous,fear,0.812
"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear,0.812
Cant believe how nervous I feel tonight...who feels the same #mufc,fear,0.812
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,fear,0.812
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear,0.812
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear,0.812
She was so posh it frightened me. Im still scared.,fear,0.81
"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear,0.8
"Woke by #nightmare @ 3AM, couldnt sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",fear,0.8
 ughh I just want all this to be over.. its like a nightmare! can we all just get along?,fear,0.797
I seem to alternate between sleep-full and sleepless nights. Tonight is a sleepless one.  #insomnia #anxiety #notfair,fear,0.792
Jimmy Carr makes me want to cry and cry *shiver* ,fear,0.792
in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,fear,0.792
Jimmy Carr makes me want to cry and cry *shiver* #awful,fear,0.792
Being forced into a fake hug by someone who didnt flinch to get litigious with you in the past - #awful ,fear,0.792
And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldnt be fearing for your life,fear,0.792
Andrews hands start shaking and he says I hope I die.. like right now,fear,0.792
I dread this drive every Wednesday ,fear,0.792
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear,0.792
Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous ,fear,0.792
@alivitali thats what Im afraid of!,fear,0.792
So not pumped for this interview #nervous,fear,0.792
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear,0.792
Im scared that my coworkers are going to submit me to one of those wardrobe makeover shows. #fear #fashion,fear,0.792
"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",fear,0.787
hi my names anxiety and i have shaun,fear,0.7759999999999999
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. Thats when it started,fear,0.7709999999999999
@YahooCare data stolen in 2014 and only now do you tell us .,fear,0.7709999999999999
I dread math ,fear,0.7709999999999999
@SusannahSpot I could pop round #nightmare,fear,0.7709999999999999
@excalibater Im very shy irl and lately I feel like everyones doing their own thing and I dont fit in anywhere and I feel lonely :(,fear,0.7709999999999999
How do you ever stop being #afraid of someone that you live with,fear,0.7709999999999999
@DSWT I despair at this madness! Its beyond #shocking its cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,fear,0.7709999999999999
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,fear,0.7709999999999999
So she goes first. She gets her book signed &amp; I can barely take their picture cuz Im shaking ,fear,0.7709999999999999
Just had to reverse half way up the woods to collect the dog n Ive never even reverse parked in my life  #nightmare,fear,0.7709999999999999
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.7709999999999999
Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,fear,0.763
When you arrive at the office the day before your first ever festival and the Internet is down #panic,fear,0.75
@WunderlistHelp are you guys still down? When can we go up? #panic,fear,0.75
The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,fear,0.75
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. Ive worked 20+ years for this govt--&gt;,fear,0.75
Put my passport in a safe back after getting back from Australia . Only problem is now I cant remember where the safe is!! #panic ,fear,0.75
"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous ",fear,0.75
@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,fear,0.75
What the fuck is he even doing ? He should be off thats fucking horrific !,fear,0.75
@AldiToHarrods Im still too nervous to try it. I need to man up and give it ago.,fear,0.75
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,fear,0.75
@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear,0.75
I dont know how people can binge watch horror films ...ALONE!,fear,0.75
Havent gotten one hour of sleep... Today is going to be a fun day  #restless,fear,0.75
This is the scariest American Horror Story out of all of them... Im gonna have to watch in the daytime. ,fear,0.742
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear,0.742
"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",fear,0.74
I thought the nausea and headaches had passed but lol I feel awful today,fear,0.7290000000000001
Job interview in the afternoon  #ek,fear,0.7290000000000001
Tomorrow is the day I cut and dye my hair!  #nervous #excited,fear,0.7290000000000001
A Lysol can got stuck in spray position and were all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear,0.7290000000000001
"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",fear,0.7290000000000001
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,fear,0.7290000000000001
searching for what pro and academic writers have to say about #writing #anxiety and #writersblock,fear,0.7290000000000001
What an actual nightmare,fear,0.7290000000000001
Can we go back 2 weeks and start again ?? This is seriously dreadful,fear,0.7290000000000001
I absolutely love having an anxiety attack halfway through a family meal,fear,0.7290000000000001
Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,fear,0.7290000000000001
"After #terror our leaders say, Dont jump to conclusions, but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld",fear,0.7290000000000001
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear,0.7290000000000001
#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,fear,0.7290000000000001
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",fear,0.7290000000000001
im like this is better in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear,0.7290000000000001
"Just heard what happen at grandad hometown last night such a terrible news , hope everyone okay ",fear,0.7290000000000001
"@ExaltedCaptain reality in the form of endless tragedies. She didnt know how to react at first, being too frightened to repeat another--",fear,0.7290000000000001
Its 5:55am. Im hungry but there is no food. #panic,fear,0.723
I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!,fear,0.72
"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. IT, Halloween movies all of them, nightmare on..",fear,0.72
"@JackAndAHat butter up the walls, nightmare",fear,0.708
both afraid of all the same things,fear,0.708
onus is on Pakistan : MEAIndia after #Uri #terror attack,fear,0.708
Dont wanna really go out but I cant say no. Deffo have a fear of missing out,fear,0.708
Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear,0.708
@p4pictures it would be great but what if the card crashes . Its happened to me twice ,fear,0.708
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :),fear,0.708
I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit ,fear,0.708
@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear,0.708
"Im okay, dont worry. I wish id been a better kid. Im trying to slow down. Im sorry for letting you down.",fear,0.708
@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?,fear,0.708
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,fear,0.708
"@BBCNews  scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,0.708
my husband lost 800 when he booked an apartment through @Airbnb that didnt exist... @AirbnbHelp didnt care #nightmare #airbnbnightmare,fear,0.708
"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? Thats what Im fearful of.",fear,0.708
"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",fear,0.705
My anxiety is playing around HELP!!!!!,fear,0.705
Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,fear,0.7
my husband lost 800 when he booked an apartment through @Airbnb that didnt exist... @AirbnbHelp didnt care  #airbnbnightmare,fear,0.7
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS and pick up my new flat keys #anxiety",fear,0.7
Im afraid shes the goat you libeling people? #afraid #goat #libeling,fear,0.698
"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",fear,0.696
&gt;.&lt; too much clutter in my brain with recent little changes that I havent yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear,0.693
"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati",fear,0.688
Someone wake me when @Therealkiss make 2016 remix of Whyb/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,fear,0.688
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,fear,0.688
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,fear,0.688
@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,fear,0.688
Scott Dann injured aka my worst nightmare,fear,0.688
"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear,0.688
induction day tomorrow for pizza express #nervous,fear,0.688
Dates in the glove box is pure panic excuse #GBBO,fear,0.688
"Swear to God dont get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",fear,0.688
I had a panic attack when I couldnt find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,fear,0.688
how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,fear,0.688
"My interview went well today, I cant wait to find out what happens. #nervous #excited #interview #jobinterview",fear,0.688
"Im used to bears, Im used to coyotes, I love the idea of wolves. But this is hard. I dont want to be fearful of the meadow or the pines.",fear,0.688
@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,fear,0.688
Being alone is better than being lonely. Know what is worse than being lonely? Being empty; thats right!\n #Loneliness #aloneinthecity ,fear,0.688
I can never find the exact #emoji that Im after at the exact moment that I need it #panic,fear,0.688
@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,fear,0.688
still shaking though ,fear,0.688
Watching It Follows.  This is a super freaky movie.  #horror #scary,fear,0.688
Watching Paranormal Activity: The Ghost Dimension. Im not sure how I feel about it yet. #horror,fear,0.688
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",fear,0.688
@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,fear,0.688
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He cant spare himself.,fear,0.688
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear,0.688
3:45am and off to the hospital! Elouises waters have gone! #panic #Labour #LittleSister #superexcited,fear,0.688
"This is the first time Ive written anything on this series in over two years, so Im checking back in for one last nightmare.",fear,0.688
I hate having ideas but being too afraid to share them ,fear,0.688
id let jiho step on my throat but hed probs be afraid hed hurt me,fear,0.688
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",fear,0.685
Nawaz Sharifs UN should start #__ as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear,0.685
Idk if its hella hot in here or Im nervous,fear,0.68
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear,0.667
I cant imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,fear,0.667
Todays alarm shows how unprepared professors and students are when it comes to emergency protocols. We dont know where to go @CalStateLA,fear,0.667
@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear,0.667
And here we go again  #restless,fear,0.667
"Theres always that one song which makes you turn of the radio, as youd rather sit in silence  #awful",fear,0.667
Do you think humans have the sense for recognizing impending doom? ,fear,0.667
@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,fear,0.667
@officialShaky Operation Echoes is gathering momentum ... #tense  #feelsick #excited,fear,0.667
Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,fear,0.667
The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,fear,0.667
World is facing #terrorism. Where #Terrorists school exist? Who are terrorists teacher &amp; father. Which is terrorists motherland?,fear,0.667
"@CBSThisMorning @newsgirl123456 again, profiling DOESNT discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear,0.667
We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear,0.667
#terror test ................,fear,0.667
@MrMalky @kwr66 How awful! Switched off!,fear,0.667
bout to read this article Moving the Conversation Forward: Homosexuality &amp; Christianity from someone in the foursquare church #nervous,fear,0.667
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear,0.667
Just had a massive argument with my alarm today... I didnt want to get up. I dont know how were going to fix this by tomorrow morning ,fear,0.667
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear,0.667
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",fear,0.667
#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear,0.667
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,0.667
wow if i need to start over on SIF im prob gonna just die,fear,0.667
"When your body says FUCK YOU BITCH, You aint sleeping\n #sleep #cantsleep #drained ",fear,0.667
I want to slide into the dms but im too fucking shy #shy,fear,0.667
@BartholomewD Its -terrible-! Were going to the local fish/chip place in Kirribilli #terrible,fear,0.667
At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear,0.667
"@ChickOfBeauty No!  By Yall I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear,0.6629999999999999
#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.,fear,0.66
"Tired of people pretending Islam isnt one of the most misogynistic religions, its no coincidence Muslim countries are terrible for women.",fear,0.66
Some questions you get on Twitter make you want to despair. Weve been so battered. We complain but arent convinced things could be better.,fear,0.66
@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation ,fear,0.66
@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i dont fancy the Muzzys chances,fear,0.66
Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear,0.66
@AmyMek this is so absurd I could laugh right now (if I also didnt feel like crying for the future of our country).  #wakeupcall,fear,0.657
@AmyMek this is so absurd I could laugh right now (if I also didnt feel like crying for the future of our country). #despair #wakeupcall,fear,0.655
"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",fear,0.6459999999999999
this Mac update has me some kind of apprehensive.,fear,0.6459999999999999
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,0.6459999999999999
Your boy is having a nightmare @VivaLaSergio,fear,0.6459999999999999
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear,0.6459999999999999
@SadiqKhan #terrorism shouldnt be a way of life in the united etates and wasnt until #islam brought it here! #IslamExposed #islambacon,fear,0.6459999999999999
Now #India is #afraid of #bad #terrorism.,fear,0.6459999999999999
@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,fear,0.6459999999999999
ugh!! this is the worst!! i didnt read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear,0.6459999999999999
Man citys kit is dreadful!,fear,0.6459999999999999
"jimmy_dore: RaisingTheBoss weve already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear,0.6459999999999999
"@ChickOfBeauty No!  By Yall I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",fear,0.6459999999999999
Set n alarm @Innocentia_T: I wanna nap but Im scared Ill wake up tomorrow .,fear,0.6459999999999999
"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think its completely okay to bully someone",fear,0.6459999999999999
Just feel awkward that Im being timid to everyone.,fear,0.6459999999999999
"Rooney ! Oh dear, oh dear ! Fucking dreadful ",fear,0.6459999999999999
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear,0.6459999999999999
@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,fear,0.6459999999999999
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear,0.6459999999999999
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,fear,0.6459999999999999
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",fear,0.6459999999999999
"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear,0.6459999999999999
Librarians scare me,fear,0.6459999999999999
@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,fear,0.6459999999999999
"@iSmashFizzle thats me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",fear,0.6459999999999999
@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,fear,0.6459999999999999
@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.,fear,0.6459999999999999
Democracy doesnt work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy,fear,0.644
I want to slide into the dms but im too fucking shy ,fear,0.64
"Jesus wept! Another RNS from #rusty @metaltigerplc quote Price sensitive news, Price Sensitive news etc etc The #Ramping here is #shocking",fear,0.637
A Lysol can got stuck in spray position and were all slowly suffocating from the trash can that smells like a Febreeze factory. ,fear,0.632
"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims wont be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",fear,0.63
Were all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear,0.63
@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear,0.625
So not pumped for this interview ,fear,0.625
Rojo is shocking.......absolutely shocking !!!,fear,0.625
#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani,fear,0.625
"@PanicAtTheDisco hey, yall announced it like immediately after I asked. Nice. Thanks yall #panic",fear,0.625
"When your body says FUCK YOU BITCH, You aint sleeping\n#sleep #cantsleep #drained #restless",fear,0.625
@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,fear,0.625
@Lrihendry Im not sure we like this comparison.  USA should emulate #Israels methods of protecting civilians against #terror attacks,fear,0.625
"Swear to God dont get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",fear,0.625
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,fear,0.625
